id,uploader,modifier,source_name,regulator_symbol,regulator_locus_tag,condition,data_usable,preferred_replicate,batch,lab,assay,source_orig_id,upload_date,modified_date,file,single_binding,composite_binding,promoter,background,fileformat
1,chasem,chasem,harbison_chip,OAF1,YAL051W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:51:48.611781-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/1.csv.gz,1,NA,NA,NA,1
2,chasem,chasem,harbison_chip,PDR3,YBL005W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:51:49.643452-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/2.csv.gz,2,NA,NA,NA,1
3,chasem,chasem,harbison_chip,HIR1,YBL008W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:51:50.744384-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/3.csv.gz,3,NA,NA,NA,1
4,chasem,chasem,harbison_chip,HAP3,YBL021C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:51:51.507918-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/4.csv.gz,4,NA,NA,NA,1
5,chasem,chasem,harbison_chip,TOD6,YBL054W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:51:52.277595-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/5.csv.gz,5,NA,NA,NA,1
10,chasem,chasem,harbison_chip,RTG3,YBL103C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:51:56.771823-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/10.csv.gz,10,NA,NA,NA,1
11,chasem,chasem,harbison_chip,EDS1,YBR033W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:51:57.588213-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/11.csv.gz,11,NA,NA,NA,1
14,chasem,chasem,harbison_chip,REB1,YBR049C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:51:59.742439-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/14.csv.gz,14,NA,NA,NA,1
17,chasem,chasem,harbison_chip,TEC1,YBR083W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:01.904746-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/17.csv.gz,17,NA,NA,NA,1
18,chasem,chasem,harbison_chip,TBS1,YBR150C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:02.632520-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/18.csv.gz,18,NA,NA,NA,1
19,chasem,chasem,harbison_chip,SMP1,YBR182C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:03.255348-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/19.csv.gz,19,NA,NA,NA,1
20,chasem,chasem,harbison_chip,ERT1,YBR239C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:03.952389-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/20.csv.gz,20,NA,NA,NA,1
22,chasem,chasem,harbison_chip,THI2,YBR240C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:05.588283-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/22.csv.gz,22,NA,NA,NA,1
23,chasem,chasem,harbison_chip,REI1,YBR267W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:06.255033-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/23.csv.gz,23,NA,NA,NA,1
26,chasem,chasem,harbison_chip,MAL33,YBR297W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:08.431558-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/26.csv.gz,26,NA,NA,NA,1
27,chasem,chasem,harbison_chip,SRD1,YCR018C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:09.074142-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/27.csv.gz,27,NA,NA,NA,1
29,chasem,chasem,harbison_chip,RDS1,YCR106W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:10.407082-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/29.csv.gz,29,NA,NA,NA,1
32,chasem,chasem,harbison_chip,RPN4,YDL020C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:12.859350-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/32.csv.gz,32,NA,NA,NA,1
33,chasem,chasem,harbison_chip,STP4,YDL048C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:13.579922-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/33.csv.gz,33,NA,NA,NA,1
36,chasem,chasem,harbison_chip,MBP1,YDL056W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:16.051330-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/36.csv.gz,36,NA,NA,NA,1
41,chasem,chasem,harbison_chip,PHO2,YDL106C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:19.861510-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/41.csv.gz,41,NA,NA,NA,1
42,chasem,chasem,harbison_chip,FAP7,YDL166C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:20.553379-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/42.csv.gz,42,NA,NA,NA,1
45,chasem,chasem,harbison_chip,UGA3,YDL170W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:22.961718-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/45.csv.gz,45,NA,NA,NA,1
46,chasem,chasem,harbison_chip,GAL3,YDR009W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:23.715007-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/46.csv.gz,46,NA,NA,NA,1
47,chasem,chasem,harbison_chip,NSI1,YDR026C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:24.342979-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/47.csv.gz,47,NA,NA,NA,1
50,chasem,chasem,harbison_chip,NRG1,YDR043C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:26.484155-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/50.csv.gz,50,NA,NA,NA,1
51,chasem,chasem,harbison_chip,VMS1,YDR049W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:27.336953-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/51.csv.gz,51,NA,NA,NA,1
52,chasem,chasem,harbison_chip,PDC2,YDR081C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:28.039516-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/52.csv.gz,52,NA,NA,NA,1
53,chasem,chasem,harbison_chip,INO2,YDR123C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:28.669374-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/53.csv.gz,53,NA,NA,NA,1
54,chasem,chasem,harbison_chip,SWI5,YDR146C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:29.450758-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/54.csv.gz,54,NA,NA,NA,1
56,chasem,chasem,harbison_chip,UME6,YDR207C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:30.742484-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/56.csv.gz,56,NA,NA,NA,1
57,chasem,chasem,harbison_chip,UPC2,YDR213W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:31.614384-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/57.csv.gz,57,NA,NA,NA,1
60,chasem,chasem,harbison_chip,ADR1,YDR216W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:33.768500-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/60.csv.gz,60,NA,NA,NA,1
62,chasem,chasem,harbison_chip,MET32,YDR253C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:35.228133-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/62.csv.gz,62,NA,NA,NA,1
65,chasem,chasem,harbison_chip,YAP6,YDR259C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:37.410071-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/65.csv.gz,65,NA,NA,NA,1
66,chasem,chasem,harbison_chip,HEL2,YDR266C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:38.140455-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/66.csv.gz,66,NA,NA,NA,1
68,chasem,chasem,harbison_chip,MTH1,YDR277C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:39.585241-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/68.csv.gz,68,NA,NA,NA,1
69,chasem,chasem,harbison_chip,SUM1,YDR310C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:40.563371-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/69.csv.gz,69,NA,NA,NA,1
71,chasem,chasem,harbison_chip,ARO80,YDR421W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:41.971871-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/71.csv.gz,71,NA,NA,NA,1
74,chasem,chasem,harbison_chip,CAD1,YDR423C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:44.225094-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/74.csv.gz,74,NA,NA,NA,1
75,chasem,chasem,harbison_chip,YHP1,YDR451C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:45.114873-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/75.csv.gz,75,NA,NA,NA,1
77,chasem,chasem,harbison_chip,STP1,YDR463W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:46.723806-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/77.csv.gz,77,NA,NA,NA,1
78,chasem,chasem,harbison_chip,SNF1,YDR477W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:47.578084-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/78.csv.gz,78,NA,NA,NA,1
79,chasem,chasem,harbison_chip,URC2,YDR520C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:48.305606-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/79.csv.gz,79,NA,NA,NA,1
82,chasem,chasem,harbison_chip,GCN4,YEL009C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:50.481091-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/82.csv.gz,82,NA,NA,NA,1
83,chasem,chasem,harbison_chip,MIG3,YER028C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:51.221979-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/83.csv.gz,83,NA,NA,NA,1
86,chasem,chasem,harbison_chip,GLN3,YER040W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:53.583545-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/86.csv.gz,86,NA,NA,NA,1
87,chasem,chasem,harbison_chip,ACA1,YER045C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:54.344148-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/87.csv.gz,87,NA,NA,NA,1
88,chasem,chasem,harbison_chip,JHD1,YER051W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:55.245357-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/88.csv.gz,88,NA,NA,NA,1
90,chasem,chasem,harbison_chip,MOT2,YER068W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:56.704667-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/90.csv.gz,90,NA,NA,NA,1
91,chasem,chasem,harbison_chip,DOT6,YER088C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:57.562377-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/91.csv.gz,91,NA,NA,NA,1
92,chasem,chasem,harbison_chip,SWI4,YER111C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:58.179295-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/92.csv.gz,92,NA,NA,NA,1
93,chasem,chasem,harbison_chip,COM2,YER130C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:58.828097-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/93.csv.gz,93,NA,NA,NA,1
94,chasem,chasem,harbison_chip,SPT2,YER161C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:52:59.822047-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/94.csv.gz,94,NA,NA,NA,1
98,chasem,chasem,harbison_chip,RPH1,YER169W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:02.833207-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/98.csv.gz,98,NA,NA,NA,1
99,chasem,chasem,harbison_chip,TOG1,YER184C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:03.494780-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/99.csv.gz,99,NA,NA,NA,1
103,chasem,chasem,harbison_chip,GAT1,YFL021W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:06.615222-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/103.csv.gz,103,NA,NA,NA,1
104,chasem,chasem,harbison_chip,HAC1,YFL031W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:07.238774-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/104.csv.gz,104,NA,NA,NA,1
105,chasem,chasem,harbison_chip,OTU1,YFL044C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:08.026591-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/105.csv.gz,105,NA,NA,NA,1
106,chasem,chasem,harbison_chip,ZNF1,YFL052W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:08.892541-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/106.csv.gz,106,NA,NA,NA,1
108,chasem,chasem,harbison_chip,PHO4,YFR034C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:10.333452-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/108.csv.gz,108,NA,NA,NA,1
110,chasem,chasem,harbison_chip,PDR1,YGL013C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:11.804324-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/110.csv.gz,110,NA,NA,NA,1
112,chasem,chasem,harbison_chip,MIG1,YGL035C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:13.478150-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/112.csv.gz,112,NA,NA,NA,1
116,chasem,chasem,harbison_chip,AFT1,YGL071W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:16.377289-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/116.csv.gz,116,NA,NA,NA,1
120,chasem,chasem,harbison_chip,HSF1,YGL073W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:19.585667-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/120.csv.gz,120,NA,NA,NA,1
121,chasem,chasem,harbison_chip,TOS8,YGL096W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:20.243174-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/121.csv.gz,121,NA,NA,NA,1
122,chasem,chasem,harbison_chip,SNT2,YGL131C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:21.026244-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/122.csv.gz,122,NA,NA,NA,1
123,chasem,chasem,harbison_chip,SUT1,YGL162W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:21.682498-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/123.csv.gz,123,NA,NA,NA,1
124,chasem,chasem,harbison_chip,GTS1,YGL181W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:22.389470-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/124.csv.gz,124,NA,NA,NA,1
126,chasem,chasem,harbison_chip,IME4,YGL192W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:23.993844-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/126.csv.gz,126,NA,NA,NA,1
127,chasem,chasem,harbison_chip,MDS3,YGL197W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:24.635692-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/127.csv.gz,127,NA,NA,NA,1
129,chasem,chasem,harbison_chip,MIG2,YGL209W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:26.098943-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/129.csv.gz,129,NA,NA,NA,1
131,chasem,chasem,harbison_chip,HAP2,YGL237C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:28.536518-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/131.csv.gz,131,NA,NA,NA,1
132,chasem,chasem,harbison_chip,FZF1,YGL254W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:29.180407-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/132.csv.gz,132,NA,NA,NA,1
135,chasem,chasem,harbison_chip,KSS1,YGR040W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:31.606703-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/135.csv.gz,135,NA,NA,NA,1
136,chasem,chasem,harbison_chip,RME1,YGR044C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:32.315467-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/136.csv.gz,136,NA,NA,NA,1
137,chasem,chasem,harbison_chip,unknown_2578,YGR067C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:33.118384-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/137.csv.gz,137,NA,NA,NA,1
138,chasem,chasem,harbison_chip,NNF2,YGR089W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:33.890099-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/138.csv.gz,138,NA,NA,NA,1
139,chasem,chasem,harbison_chip,ASK10,YGR097W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:34.565535-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/139.csv.gz,139,NA,NA,NA,1
141,chasem,chasem,harbison_chip,MGA1,YGR249W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:36.145624-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/141.csv.gz,141,NA,NA,NA,1
142,chasem,chasem,harbison_chip,MAL13,YGR288W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:36.875823-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/142.csv.gz,142,NA,NA,NA,1
144,chasem,chasem,harbison_chip,YAP3,YHL009C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:38.468669-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/144.csv.gz,144,NA,NA,NA,1
145,chasem,chasem,harbison_chip,OPI1,YHL020C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:39.155999-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/145.csv.gz,145,NA,NA,NA,1
148,chasem,chasem,harbison_chip,RIM101,YHL027W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:41.565469-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/148.csv.gz,148,NA,NA,NA,1
149,chasem,chasem,harbison_chip,STP2,YHR006W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:42.416167-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/149.csv.gz,149,NA,NA,NA,1
153,chasem,chasem,harbison_chip,STE12,YHR084W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:45.348652-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/153.csv.gz,153,NA,NA,NA,1
154,chasem,chasem,harbison_chip,NDT80,YHR124W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:45.965953-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/154.csv.gz,154,NA,NA,NA,1
155,chasem,chasem,harbison_chip,STB5,YHR178W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:46.660882-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/155.csv.gz,155,NA,NA,NA,1
159,chasem,chasem,harbison_chip,SKN7,YHR206W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:49.531618-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/159.csv.gz,159,NA,NA,NA,1
160,chasem,chasem,harbison_chip,CST6,YIL036W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:50.242563-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/160.csv.gz,160,NA,NA,NA,1
162,chasem,chasem,harbison_chip,XBP1,YIL101C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:51.823999-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/162.csv.gz,162,NA,NA,NA,1
163,chasem,chasem,harbison_chip,RPI1,YIL119C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:52.459251-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/163.csv.gz,163,NA,NA,NA,1
164,chasem,chasem,harbison_chip,MET18,YIL128W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:53.107279-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/164.csv.gz,164,NA,NA,NA,1
165,chasem,chasem,harbison_chip,FKH1,YIL131C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:54.137090-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/165.csv.gz,165,NA,NA,NA,1
167,chasem,chasem,harbison_chip,MET28,YIR017C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:55.638288-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/167.csv.gz,167,NA,NA,NA,1
169,chasem,chasem,harbison_chip,YAP5,YIR018W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:57.388442-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/169.csv.gz,169,NA,NA,NA,1
172,chasem,chasem,harbison_chip,DAL81,YIR023W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:53:59.461638-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/172.csv.gz,172,NA,NA,NA,1
173,chasem,chasem,harbison_chip,ZAP1,YJL056C,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:54:00.095191-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/173.csv.gz,173,NA,NA,NA,1
175,chasem,chasem,harbison_chip,SIP4,YJL089W,YPD,unreviewed,TRUE,none,harbison,chip,none,2024-07-01,2024-07-01T13:54:01.714276-05:00,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/promotersetsig/175.csv.gz,175,NA,NA,NA,1
